id,dimension,subject,grade_level,category,subcategory,prompt_text,correct_answer,key_visual_elements,key_steps,misconception,correct_concept,boundary_type
EVB-Soc-EHigh-S-PF-D3-020,Skills,social,elementary_high,S-PF,S-PF-D3,"Generate a video demonstrating the technique of reading and interpreting a world map. Show: (1) identifying the compass rose with cardinal directions (N, S, E, W), (2) using the map legend to understand symbols for mountains, rivers, and cities, (3) locating the equator and the prime meridian, (4) finding a specific country by using latitude and longitude coordinates, and (5) measuring approximate distance using the map scale bar.",Step-by-step technique for reading and interpreting a world map,world map | compass rose with N/S/E/W | map legend with symbols | equator and prime meridian lines | latitude and longitude grid | scale bar,Identify compass rose | Read map legend symbols | Locate equator and prime meridian | Use coordinates to find a country | Use scale bar to estimate distance,,,
EVB-ELA-High-S-PF-V-021,Skills,ela,high,S-PF,S-PF-V,"Generate a video visualizing the concept of an unreliable narrator in literature. Show a character telling their version of events on one side of the screen while the 'actual events' unfold differently on the other side, revealing discrepancies between the narrator's account and reality. Use visual cues such as color shifts (warm tones for the narrator's version, cool tones for reality) and text labels marking 'Narrator's Version' and 'What Actually Happened.'",Visualization of unreliable narrator concept through split-screen comparison of narrator's account vs reality,split-screen layout | narrator character | warm-toned narrator version | cool-toned reality version | discrepancy highlights | text labels for each perspective,Introduce the narrator telling their story | Show narrator's version of events | Show the actual events simultaneously | Highlight discrepancies between versions | Label each perspective clearly,,,
EVB-ELA-Mid-S-PF-C-022,Skills,ela,middle,S-PF,S-PF-C,"Generate a video connecting the themes of dystopian literature to real-world events. Show excerpts or descriptions from George Orwell's 1984 — surveillance, propaganda, and censorship — alongside real-world examples such as security cameras in public spaces, social media misinformation, and book banning debates. Draw visual parallels between the fictional and real-world scenarios with connecting lines or arrows.","Contextualization of dystopian literature themes (surveillance, propaganda, censorship) with real-world parallels","1984 references (Big Brother, telescreens) | real-world surveillance examples | propaganda vs misinformation comparison | censorship parallels | connecting visual lines/arrows",Introduce dystopian themes from 1984 | Show surveillance theme alongside real-world cameras | Show propaganda theme alongside misinformation | Show censorship theme alongside book banning | Draw explicit visual connections,,,
EVB-ELA-ELow-S-PF-M-023,Skills,ela,elementary_low,S-PF,S-PF-M,"Generate a video designed to inspire a love of reading in young children. Show an animated child opening a book and being transported into the story world — a magical forest with talking animals, a pirate ship on the ocean, and a castle in the clouds. Each scene comes alive from the book's pages, and text labels encourage 'Reading takes you anywhere!' The child smiles with excitement as each new world appears.",Motivational video inspiring reading interest by showing books as portals to imaginative worlds,animated child with book | book pages transforming into story worlds | magical forest scene | pirate ship scene | castle scene | motivational text labels | excited child expressions,Show child opening a book | Transform into magical forest world | Transform into pirate adventure | Transform into castle scene | Display motivational reading message,,,
EVB-ELA-EHigh-S-PF-D-024,Skills,ela,elementary_high,S-PF,S-PF-D,"Generate a video demonstrating the writing revision process for upper elementary students. Show an original draft paragraph with common errors (run-on sentences, vague word choice, missing details). Then demonstrate the revision steps: (1) break the run-on sentence into two sentences, (2) replace the vague word 'nice' with a more descriptive word 'generous,' (3) add a supporting detail sentence. Display the before-and-after versions side by side with changes highlighted in color.","Demonstration of the writing revision process: fixing run-ons, improving word choice, adding details, with before/after comparison",original draft with errors marked | run-on sentence being split | vague word replaced with descriptive word | new detail sentence added | side-by-side before/after comparison | color-highlighted changes,Show original draft paragraph | Identify run-on sentence and fix it | Identify vague word and replace it | Add a missing supporting detail | Show before-and-after comparison,,,
EVB-ELA-Col-S-PF-D-025,Skills,ela,college,S-PF,S-PF-D,"Generate a video demonstrating the process of close reading analysis for a college literature course. Show a passage from a poem (e.g., four lines of Emily Dickinson's 'Because I could not stop for Death'). Demonstrate: (1) identifying key literary devices (personification of Death, metaphor of carriage ride), (2) annotating the text with marginal notes, (3) connecting devices to the poem's theme of mortality, and (4) formulating an analytical thesis statement based on the close reading evidence.","Close reading analysis demonstration: identifying devices, annotating text, connecting to theme, formulating thesis",poem passage displayed | literary device annotations in margins | personification and metaphor highlighted | theme connection arrows | thesis statement formulation,Display the poem passage | Identify personification of Death | Identify metaphor of carriage ride | Annotate text with marginal notes | Connect devices to mortality theme | Formulate analytical thesis statement,,,
EVB-Soc-Col-S-PF-C-026,Skills,social,college,S-PF,S-PF-C,"Generate a video contextualizing modern immigration policy by connecting it to historical migration patterns. Show a timeline spanning from the 19th-century waves of European immigration to the United States, through mid-20th-century labor migration programs (e.g., the Bracero Program), to contemporary debates over border policy and refugee resettlement. For each era, display archival-style imagery alongside text labels identifying push and pull factors (economic opportunity, political persecution, war). Draw visual parallels between historical and modern migration motivations, and conclude by showing how understanding historical patterns informs current policy discussions.","Contextualization of modern immigration policy through historical migration patterns, showing push/pull factors across eras",timeline spanning 19th century to present | European immigration wave imagery | Bracero Program era depiction | contemporary border policy imagery | push and pull factor labels | visual parallels between eras,Show 19th-century European immigration wave | Present mid-20th-century labor migration programs | Display contemporary immigration policy debates | Label push and pull factors for each era | Draw parallels between historical and modern motivations | Conclude with historical patterns informing policy,,,
EVB-Art-ELow-S-PF-M-027,Skills,arts,elementary_low,S-PF,S-PF-M,"Generate a video designed to motivate young children to explore music through rhythm and body percussion. Show an animated character clapping hands, stomping feet, and patting knees in simple rhythmic patterns (e.g., clap-clap-stomp, clap-pat-clap-stomp). Display each body percussion action with a colorful label and a matching rhythmic notation (quarter notes, eighth notes) appearing on screen. The character should smile and invite the viewer to follow along, with text reading 'You can make music with your body!' appearing at the end.","Motivational video encouraging young children to explore rhythm through body percussion (clapping, stomping, patting)",animated character performing body percussion | clapping hands action | stomping feet action | patting knees action | colorful action labels | simple rhythmic notation on screen | encouraging text at the end,Introduce character ready to make music | Demonstrate clapping pattern | Demonstrate stomping pattern | Demonstrate patting knees pattern | Show combined rhythmic sequence | Display encouraging message,,,
EVB-Art-Col-S-PF-V-028,Skills,arts,college,S-PF,S-PF-V,"Generate a video visualizing Renaissance linear perspective techniques in painting. Begin by showing a blank canvas with a horizon line drawn across the middle. Mark a single vanishing point on the horizon line. Demonstrate how orthogonal lines radiate from the vanishing point to create the illusion of depth, then overlay a simple architectural scene (a tiled floor receding into the distance, buildings on either side) onto the perspective grid. Label each element — horizon line, vanishing point, orthogonal lines, transversal lines — and briefly show how Filippo Brunelleschi's experiment and Leon Battista Alberti's treatise formalized these techniques.","Visualization of Renaissance linear perspective: vanishing point, horizon line, orthogonal lines demonstrated with architectural scene overlay","blank canvas with horizon line | vanishing point on horizon | orthogonal lines radiating from vanishing point | transversal lines for depth measurement | architectural scene overlay (tiled floor, buildings) | labels for each perspective element | reference to Brunelleschi and Alberti",Draw horizon line on canvas | Mark vanishing point on horizon | Draw orthogonal lines from vanishing point | Add transversal lines | Overlay architectural scene onto grid | Label all perspective elements | Reference Brunelleschi and Alberti,,,
EVB-Sci-Mid-S-UC-1a-021,Skills,science,middle,S-UC,S-UC-1a,"Generate an explanatory animation illustrating the process of photosynthesis. Show a plant leaf cross-section with chloroplasts visible inside mesophyll cells. Animate sunlight entering the leaf, water molecules being absorbed through roots and traveling up the stem, and carbon dioxide entering through stomata. Inside the chloroplast, show the light reactions producing ATP and NADPH, then the Calvin cycle converting CO2 into glucose. Display the overall equation: 6CO2 + 6H2O + light energy -> C6H12O6 + 6O2.",Explanatory animation of photosynthesis showing light reactions and Calvin cycle,leaf cross-section | chloroplasts in mesophyll cells | sunlight rays | water molecules from roots | CO2 entering stomata | ATP and NADPH molecules | Calvin cycle diagram | glucose molecule | O2 release | overall equation,Show leaf cross-section anatomy | Animate sunlight reaching chloroplasts | Show water uptake from roots | Depict CO2 entering through stomata | Illustrate light reactions in thylakoid | Show Calvin cycle producing glucose | Display overall equation,,,
EVB-Sci-High-S-UC-1b-022,Skills,science,high,S-UC,S-UC-1b,"Generate an explanatory animation of atomic structure showing the Bohr model transitioning to the quantum mechanical model. Start with a nucleus containing protons and neutrons, show electrons in fixed circular orbits (Bohr model), then transition to show electron probability clouds (orbitals). Highlight the difference between the two models with a split-screen comparison, labeling energy levels and subshells.",Explanatory animation comparing Bohr model and quantum mechanical model of atomic structure,"nucleus with protons and neutrons | Bohr model circular orbits | quantum mechanical probability clouds | split-screen comparison | energy level labels | subshell labels (s, p, d)",Show nucleus structure | Display Bohr model with circular orbits | Transition to quantum mechanical model | Show electron probability clouds | Split-screen comparison of both models | Label energy levels and subshells,,,
EVB-Soc-ELow-S-UC-1c-023,Skills,social,elementary_low,S-UC,S-UC-1c,"Generate an explanatory animation about earthquake safety and evacuation procedures for young students. Show an animated classroom scene where shaking begins, children performing 'Drop, Cover, and Hold On' under their desks, then following the teacher in an orderly line to an open evacuation area outside. Include labeled steps: 'Step 1: Drop under desk, Step 2: Cover your head, Step 3: Hold on, Step 4: Evacuate when shaking stops.'",Earthquake evacuation safety procedure animation for elementary students,animated classroom | shaking motion effect | children under desks | hands covering head | orderly evacuation line | outdoor assembly area | step labels,Classroom setting established | Earthquake shaking begins | Drop under desk | Cover head and neck | Hold on until shaking stops | Follow teacher to evacuation area | Assemble in open area outside,,,
EVB-Math-ELow-S-UC-1d-024,Skills,math,elementary_low,S-UC,S-UC-1d,"Generate an explanatory animation teaching fraction addition using visual models. Show two pizza circles: one divided into 2 equal pieces with 1 piece shaded (1/2), and another divided into 4 equal pieces with 1 piece shaded (1/4). Animate the first pizza being re-divided into 4 pieces to show 1/2 = 2/4. Then combine the shaded pieces: 2/4 + 1/4 = 3/4. Display the final answer with the fraction 3/4 clearly labeled.",1/2 + 1/4 = 3/4 demonstrated through pizza circle area models,two pizza circles | 1/2 shaded in first pizza | 1/4 shaded in second pizza | re-division animation | combined shaded area | fraction labels | final answer 3/4,Show pizza divided in half with 1/2 shaded | Show pizza divided in fourths with 1/4 shaded | Re-divide half pizza into fourths | Show 1/2 = 2/4 equivalence | Combine 2/4 + 1/4 | Display answer 3/4,,,
EVB-Sci-EHigh-S-UC-2a-025,Skills,science,elementary_high,S-UC,S-UC-2a,Generate an instructor-based lecture video where a teacher stands in front of a whiteboard explaining Newton's three laws of motion. The instructor writes 'Newton's 1st Law: An object at rest stays at rest' and demonstrates by sliding a book on a table. Then writes '2nd Law: F = ma' and shows pushing objects of different masses. Finally writes '3rd Law: Every action has an equal and opposite reaction' and demonstrates by pressing hands together.,Instructor-based lecture covering all three of Newton's laws of motion with demonstrations,teacher at whiteboard | written Newton's 1st law text | book sliding demonstration | F = ma equation | objects of different masses | 3rd law text | hands pressing together demonstration,Teacher introduces Newton's laws | Write and explain 1st law (inertia) | Demonstrate with book on table | Write and explain 2nd law (F=ma) | Demonstrate with different masses | Write and explain 3rd law (action-reaction) | Demonstrate with hands pressing together,,,
EVB-Math-High-S-UC-2b-026,Skills,math,high,S-UC,S-UC-2b,"Generate an instructor-based lecture video where a mathematics teacher explains the Pythagorean theorem at a chalkboard. The teacher draws a right triangle, labels the sides a, b, and c (hypotenuse), writes the formula a squared + b squared = c squared, and then demonstrates a proof by drawing squares on each side of the triangle and showing that the area of the square on the hypotenuse equals the sum of the areas of the other two squares.",Instructor-based lecture on the Pythagorean theorem with geometric proof,teacher at chalkboard | right triangle with labeled sides | formula a^2 + b^2 = c^2 | squares drawn on each side | area comparison visualization,"Draw right triangle on chalkboard | Label sides a, b, c | Write Pythagorean formula | Draw squares on each side | Show area of c-square equals sum of a-square and b-square | Summarize the theorem",,,
EVB-Soc-Col-S-UC-2c-027,Skills,social,college,S-UC,S-UC-2c,"Generate an instructor-based lecture video featuring a diverse female professor of color teaching about global economic inequality. She stands before a presentation screen showing a world map with GDP per capita color-coded by region. She gestures toward the screen, points out disparities between the Global North and Global South, and discusses contributing factors while referencing specific data on the screen.",Instructor-based lecture with diverse instructor representation discussing global economic inequality,female professor of color | presentation screen | world map with GDP color coding | Global North vs South regions highlighted | data charts or statistics | professional lecture setting,Professor introduces the topic | Display world GDP map | Point out wealthy vs poor regions | Discuss Global North vs South disparity | Reference specific economic data | Discuss contributing factors,,,
EVB-Math-EHigh-S-UC-2d-028,Skills,math,elementary_high,S-UC,S-UC-2d,"Generate an instructor-based lecture video where a friendly, energetic elementary school teacher teaches multiplication tables to young students. The teacher uses a warm, encouraging tone, writes large colorful numbers on a whiteboard (3 x 4 = 12), and uses groups of objects (such as 3 groups of 4 apples) as visual aids. The classroom has bright, child-friendly decorations in the background.",Age-appropriate instructor-based lecture on multiplication for elementary students,friendly elementary teacher | colorful whiteboard writing | large numbers | groups of objects (3 groups of 4 apples) | child-friendly classroom decorations | encouraging expressions,Teacher introduces multiplication concept | Write 3 x 4 on whiteboard in large text | Show 3 groups of 4 objects | Count total objects to reach 12 | Write 3 x 4 = 12 | Encourage students with warm tone,,,
EVB-Sci-Col-S-UC-3a-029,Skills,science,college,S-UC,S-UC-3a,"Generate a step-by-step tutorial video for an acid-base titration experiment. Show: (1) rinsing and filling a burette with NaOH solution, (2) pipetting 25 mL of HCl solution into an Erlenmeyer flask, (3) adding 2-3 drops of phenolphthalein indicator, (4) slowly opening the burette stopcock and adding NaOH dropwise while swirling the flask, (5) the solution turning pink at the endpoint, (6) reading the burette volume and calculating the concentration. Label each step clearly.",Step-by-step acid-base titration tutorial with phenolphthalein endpoint detection,burette with NaOH | Erlenmeyer flask with HCl | pipette | phenolphthalein indicator drops | swirling motion | pink color change at endpoint | burette reading | step number labels,Rinse and fill burette with NaOH | Pipette 25 mL HCl into flask | Add phenolphthalein indicator | Open stopcock and add NaOH dropwise | Swirl flask continuously | Observe persistent pink color at endpoint | Read burette and calculate concentration,,,
EVB-Art-ELow-S-UC-3b-030,Skills,arts,elementary_low,S-UC,S-UC-3b,"Generate a step-by-step tutorial video demonstrating watercolor gradation technique for beginners. Show: (1) arranging watercolor paints, water cup, and thick paper, (2) wetting the brush and loading it with dark blue paint, (3) painting a thick horizontal stripe at the top of the paper, (4) dipping the brush in water to dilute the paint, (5) painting another stripe just below overlapping slightly, (6) repeating with progressively more water each time until the bottom stripe is very pale. Label each step.",Step-by-step watercolor gradation technique tutorial for beginners,watercolor paint set | water cup | thick paper | brush loading paint | dark stripe at top | progressive dilution | light stripe at bottom | step labels,Arrange materials | Load brush with dark paint | Paint dark stripe at top | Dip brush in water to dilute | Paint lighter stripe below | Repeat with more water each time | Achieve smooth gradation from dark to light,,,
EVB-Sci-Mid-S-UC-3c-031,Skills,science,middle,S-UC,S-UC-3c,"Generate a step-by-step tutorial video demonstrating CPR (cardiopulmonary resuscitation) on a training mannequin. Show: (1) checking the scene for safety, (2) tapping the mannequin's shoulder and calling 'Are you okay?', (3) calling emergency services, (4) placing heel of hand on center of chest, (5) performing 30 chest compressions at 2 inches deep and 100-120 per minute, (6) tilting head back to open airway and giving 2 rescue breaths, (7) repeating the 30:2 cycle. Label each step.",Step-by-step CPR procedure tutorial on training mannequin,CPR training mannequin | scene safety check | shoulder tap | phone call to emergency services | hand placement on chest center | chest compressions | head tilt for airway | rescue breaths | step labels,Check scene safety | Check responsiveness | Call emergency services | Position hands on center of chest | Perform 30 compressions | Open airway with head tilt | Give 2 rescue breaths | Repeat 30:2 cycle,,,
EVB-Art-Col-S-UC-3d-032,Skills,arts,college,S-UC,S-UC-3d,"Generate a step-by-step tutorial video showing how to fold an origami crane. Show: (1) starting with a square sheet of paper, (2) folding diagonally both ways to create creases, (3) folding into a preliminary base (square base), (4) performing petal folds on front and back to create the bird base, (5) narrowing the lower flaps to form the neck and tail, (6) reverse-folding the neck upward and creating the head with a small reverse fold, (7) pulling the wings apart gently to complete the crane. Label each step.",Step-by-step origami crane folding tutorial,square paper sheet | diagonal fold creases | preliminary base | petal folds | bird base | neck and tail shaping | reverse fold for head | completed crane with spread wings | step labels,Start with square paper | Create diagonal creases | Fold preliminary base | Perform petal folds | Create bird base | Shape neck and tail | Reverse fold for head | Spread wings to complete,,,
EVB-Sci-ELow-S-UC-4a-033,Skills,science,elementary_low,S-UC,S-UC-4a,"Generate a narrative educational video telling the story of a water droplet named Splash on its journey through the water cycle. Splash starts in the ocean, gets heated by the sun and evaporates into the sky, joins other droplets to form a cloud (condensation), falls as rain (precipitation), flows into a river (collection), and eventually returns to the ocean. Each stage is narrated as part of Splash's adventure.",Narrative video of the water cycle told through the journey of a water droplet character,water droplet character 'Splash' | ocean surface | sun heating | evaporation rising | cloud formation | rain falling | river flowing | ocean return | cycle labels,Introduce Splash in the ocean | Sun heats the ocean surface | Splash evaporates into the sky | Splash joins others to form a cloud | Cloud releases rain (Splash falls) | Splash flows through river | Splash returns to the ocean,,,
EVB-Soc-High-S-UC-4b-034,Skills,social,high,S-UC,S-UC-4b,"Generate a narrative educational video about the invention of movable type printing by Johannes Gutenberg in 15th century Mainz, Germany. Tell the story of Gutenberg in his workshop experimenting with individual metal letter blocks, assembling them into a press, applying ink with leather dabbers, and printing the first pages. Show the dramatic moment of the first successful printed page and its impact on spreading knowledge across Europe.",Narrative video about Gutenberg's invention of movable type printing and its historical impact,Gutenberg in workshop | individual metal letter blocks | typesetting composing stick | printing press mechanism | ink application with leather dabbers | first printed page | books spreading across Europe,Introduce Gutenberg in 15th century Mainz | Show experimentation with metal type | Assemble letters into press | Apply ink to type | Press paper onto inked type | Reveal first printed page | Show impact on knowledge dissemination,,,
EVB-Soc-EHigh-S-UC-4c-035,Skills,social,elementary_high,S-UC,S-UC-4c,"Generate a narrative educational video about plastic pollution told from the perspective of ocean creatures. A sea turtle encounters a floating plastic bag that looks like a jellyfish, a seabird's nest contains colorful plastic fragments mixed with twigs, and a whale surfaces near a patch of floating debris. Each animal narrates how plastic waste affects their habitat, ending with a call to reduce single-use plastics.",Narrative video about plastic pollution from the perspective of marine animals,sea turtle approaching plastic bag | jellyfish comparison | seabird nest with plastic fragments | whale near floating debris | underwater plastic waste | call-to-action ending text,Sea turtle encounters plastic bag | Show similarity to jellyfish | Seabird nest with plastic mixed in | Whale surfaces near debris patch | Each animal describes the impact | End with call to reduce plastic use,,,
EVB-Sci-Col-S-UC-4d-036,Skills,science,college,S-UC,S-UC-4d,"Generate a narrative educational video following a viral infection from entry to recovery. Begin with a virus particle attaching to a human cell receptor, injecting its genetic material, hijacking the cell's machinery to replicate, and new virus particles bursting out (lysis). Then show the immune response: macrophages engulfing virus particles, T-cells targeting infected cells, and B-cells producing antibodies that neutralize the virus, leading to recovery.",Narrative video of viral infection and immune response from infection to recovery,virus particle | cell surface receptors | viral genetic material injection | cell machinery hijacking | new virus particles | cell lysis | macrophages | T-cells | B-cells producing antibodies | antibody neutralization,Virus attaches to cell receptor | Injects genetic material | Hijacks cell replication machinery | New viruses produced and released (lysis) | Macrophages detect and engulf | T-cells attack infected cells | B-cells produce antibodies | Antibodies neutralize virus | Recovery achieved,,,
EVB-Math-ELow-S-UC-5a-037,Skills,math,elementary_low,S-UC,S-UC-5a,"Generate a STEM problem-solving video showing step-by-step multiplication of 35 times 12. Display the problem 35 x 12 at the top. Show the standard algorithm: first multiply 35 x 2 = 70, write 70. Then multiply 35 x 10 = 350, write 350 below shifted one place left. Finally add 70 + 350 = 420. Each step should appear sequentially with the partial products clearly aligned.","35 x 12 = 420, solved using the standard multiplication algorithm",problem 35 x 12 at top | partial product 70 (35 x 2) | partial product 350 (35 x 10) | aligned addition | final answer 420 | step highlights,Write 35 x 12 | Multiply 35 x 2 = 70 | Write 70 as first partial product | Multiply 35 x 1(0) = 350 | Write 350 shifted left | Add partial products: 70 + 350 = 420,,,
EVB-Math-Mid-S-UC-5b-038,Skills,math,middle,S-UC,S-UC-5b,"Generate a STEM problem-solving video showing step-by-step solution of the quadratic equation x squared minus 4x plus 3 equals 0 by factoring. Display the equation x^2 - 4x + 3 = 0. Show finding two numbers that multiply to +3 and add to -4: those numbers are -1 and -3. Factor as (x - 1)(x - 3) = 0. Set each factor to zero: x - 1 = 0 gives x = 1, and x - 3 = 0 gives x = 3. Verify by substituting both solutions back.","x = 1 and x = 3, solved by factoring x^2 - 4x + 3 = (x-1)(x-3) = 0",equation x^2 - 4x + 3 = 0 | factor pair analysis | factored form (x-1)(x-3) = 0 | zero product property | solutions x = 1 and x = 3 | verification substitution,"Display equation x^2 - 4x + 3 = 0 | Find numbers multiplying to 3, adding to -4 | Identify -1 and -3 | Write (x-1)(x-3) = 0 | Apply zero product property | Solve x = 1 and x = 3 | Verify both solutions",,,
EVB-Math-High-S-UC-5c-039,Skills,math,high,S-UC,S-UC-5c,"Generate a STEM problem-solving video proving that the interior angles of any triangle sum to 180 degrees. Draw a triangle ABC. Then draw a line through vertex B parallel to side AC. Show that the alternate interior angles formed are equal to angles A and C respectively. Since the three angles at point B (angle A, angle B, and angle C) form a straight line, they must sum to 180 degrees. Label all angles and parallel lines clearly.",Proof that triangle interior angles sum to 180 degrees using parallel line construction,"triangle ABC | parallel line through B | alternate interior angles marked | angle labels A, B, C | straight line = 180 degrees annotation | parallel line markers",Draw triangle ABC | Draw line through B parallel to AC | Mark alternate interior angle equal to angle A | Mark alternate interior angle equal to angle C | Show angles A + B + C along the straight line | Conclude sum = 180 degrees,,,
EVB-Math-Col-S-UC-5d-040,Skills,math,college,S-UC,S-UC-5d,"Generate a STEM problem-solving video calculating the probability of rolling a sum of 7 with two standard dice. Show all 36 possible outcomes in a 6x6 grid table. Highlight the favorable outcomes: (1,6), (2,5), (3,4), (4,3), (5,2), (6,1) — a total of 6 combinations. Calculate P(sum=7) = 6/36 = 1/6. Visually emphasize the diagonal pattern of favorable outcomes in the grid.","P(sum=7) = 6/36 = 1/6, with 6 favorable outcomes out of 36 total",two dice | 6x6 outcome grid | highlighted favorable outcomes on diagonal | 6 favorable combinations listed | probability calculation 6/36 = 1/6,Show two dice | Display 6x6 grid of all outcomes | Highlight outcomes that sum to 7 | List the 6 favorable pairs | Show diagonal pattern in grid | Calculate P = 6/36 = 1/6,,,
EVB-Sci-Mid-S-UC-6a-041,Skills,science,middle,S-UC,S-UC-6a,"Generate a science simulation video showing how pendulum period depends on string length. Display three pendulums side by side with different string lengths (short, medium, long) but identical bob masses. Release all three simultaneously and show that the shorter pendulum swings faster (shorter period) while the longer pendulum swings slower (longer period). Include a timer display and a graph plotting period T versus length L, showing the square root relationship T = 2*pi*sqrt(L/g).",Pendulum period simulation demonstrating T = 2*pi*sqrt(L/g) relationship,three pendulums with different lengths | identical bob masses | synchronized release | different swing rates | timer display | T vs L graph | formula T = 2*pi*sqrt(L/g),"Set up three pendulums of different lengths | Release simultaneously | Observe different swing rates | Shorter = faster, longer = slower | Display period measurements | Plot T vs L graph | Show square root relationship formula",,,
EVB-Sci-High-S-UC-6b-042,Skills,science,high,S-UC,S-UC-6b,"Generate a science simulation video of an acid-base titration showing the color change of a pH indicator. Start with a flask containing an acidic solution (HCl) that is colorless with phenolphthalein indicator. Simulate NaOH being added dropwise from a burette. Show the solution remaining colorless in acidic conditions, then transitioning through a brief pink flash (near equivalence), and finally turning persistent pink when the base slightly exceeds the acid. Display a real-time pH curve graph alongside showing the sharp pH jump at the equivalence point.",Acid-base titration simulation with phenolphthalein color change and pH curve,flask with colorless HCl solution | burette with NaOH | dropwise addition | phenolphthalein color changes | brief pink flash near equivalence | persistent pink at endpoint | pH curve graph | sharp pH jump at equivalence point,Start with acidic solution and indicator | Add NaOH dropwise | Solution stays colorless (acidic) | Brief pink flash near equivalence | Persistent pink at endpoint | pH curve shows gradual rise then sharp jump | Identify equivalence point on curve,,,
EVB-Sci-EHigh-S-UC-6c-043,Skills,science,elementary_high,S-UC,S-UC-6c,"Generate a science simulation video showing how a virus infects a human cell. Depict a virus particle approaching a cell, attaching to specific surface receptor proteins (lock-and-key mechanism), the cell membrane engulfing the virus (endocytosis), the virus releasing its RNA inside the cell, the cell's ribosomes reading viral RNA to produce new viral proteins, new virus particles assembling inside the cell, and finally the cell bursting to release hundreds of new viruses.",Simulation of viral infection mechanism from attachment to cell lysis,virus particle with surface proteins | cell surface receptors | lock-and-key binding | endocytosis engulfment | viral RNA release | ribosome translation | new viral protein assembly | cell lysis releasing new viruses,Virus approaches cell | Attaches to receptor (lock-and-key) | Cell engulfs virus (endocytosis) | Virus releases RNA | Ribosomes translate viral RNA | New viral proteins assemble | New virus particles form | Cell bursts releasing viruses,,,
EVB-Sci-ELow-S-UC-6d-044,Skills,science,elementary_low,S-UC,S-UC-6d,"Generate a science simulation video showing how plate tectonics causes earthquakes. Display a cross-section of Earth showing the crust divided into tectonic plates floating on the semi-liquid mantle. Animate two plates slowly moving toward each other at a convergent boundary, building up pressure over time. Show the sudden release of energy when the plates slip, sending seismic waves outward from the fault line. Display the resulting ground shaking on the surface with buildings vibrating.",Plate tectonics simulation showing convergent boundary earthquake mechanism,Earth cross-section | tectonic plates on mantle | convergent boundary | pressure buildup arrows | sudden plate slip | seismic waves radiating outward | surface ground shaking | vibrating buildings,Show Earth's layered structure | Display tectonic plates on mantle | Animate plates moving toward each other | Show pressure building at boundary | Sudden slip releases energy | Seismic waves radiate from fault | Surface shaking affects buildings,,,
EVB-ELA-EHigh-S-UC-1-045,Skills,ela,elementary_high,S-UC,S-UC-1,"Generate an explanatory animation showing how adjectives and adverbs modify words in sentences. Start with a plain sentence 'The dog ran.' Then animate an adjective being added: 'The big dog ran.' Show the adjective highlighting the noun it modifies with an arrow. Next animate an adverb: 'The big dog ran quickly.' Show the adverb highlighting the verb it modifies. Use color coding — blue for adjectives, orange for adverbs — and display the grammar rules as text labels.",Explanatory animation of adjective and adverb modification with color-coded grammar rules,plain sentence displayed | adjective added with blue highlighting | arrow from adjective to noun | adverb added with orange highlighting | arrow from adverb to verb | grammar rule labels,Display base sentence 'The dog ran.' | Add adjective 'big' with blue highlight | Show arrow connecting adjective to noun | Add adverb 'quickly' with orange highlight | Show arrow connecting adverb to verb | Display grammar rules,,,
EVB-ELA-High-S-UC-2-046,Skills,ela,high,S-UC,S-UC-2,"Generate an instructor-based lecture video where a high school English teacher analyzes the symbolism in F. Scott Fitzgerald's The Great Gatsby. The instructor stands before a whiteboard, writes 'The Green Light' as a heading, explains that it symbolizes Gatsby's unattainable dream and the broader American Dream, draws a diagram connecting the symbol to key passages, and discusses how the symbol's meaning shifts from hope to disillusionment across the novel.",Instructor-based lecture analyzing the green light symbolism in The Great Gatsby,teacher at whiteboard | heading 'The Green Light' | symbol-to-theme diagram | key passage references | hope vs disillusionment progression,Teacher introduces green light symbol | Explains connection to Gatsby's dream | Connects to American Dream theme | Draws diagram linking passages | Discusses shift from hope to disillusionment,,,
EVB-ELA-Mid-S-UC-3-047,Skills,ela,middle,S-UC,S-UC-3,"Generate a step-by-step tutorial video on writing a persuasive essay for middle school students. Show: (1) choosing a clear position on the topic 'Should students have homework?', (2) writing a thesis statement that states the position, (3) providing three reasons with supporting evidence, (4) addressing a counterargument and refuting it, (5) writing a conclusion that restates the thesis and calls the reader to action. Label each step with numbered headings.",Step-by-step persuasive essay writing tutorial with five clearly labeled stages,topic and position choice | thesis statement display | three reasons with evidence | counterargument and refutation | conclusion with call to action | numbered step headings,Choose position on homework topic | Write thesis statement | Present three supporting reasons | Address and refute counterargument | Write conclusion with call to action,,,
EVB-ELA-ELow-S-UC-4-048,Skills,ela,elementary_low,S-UC,S-UC-4,"Generate a narrative educational video telling the story of how the letter 'A' was invented. Start in ancient Egypt where a picture of an ox head was drawn, show the Phoenicians simplifying it into the letter 'aleph,' then the Greeks flipping it upside down to create 'alpha,' and finally the Romans shaping it into the modern letter 'A' we use today. Narrate the journey as an adventure through time.",Narrative video tracing the historical evolution of the letter A from Egyptian pictograph to modern form,Egyptian ox head pictograph | Phoenician aleph symbol | Greek alpha letter | Roman/modern letter A | timeline progression | adventure narrative framing,Show ancient Egyptian ox head drawing | Transform to Phoenician aleph | Transform to Greek alpha (flipped) | Transform to modern Roman A | Narrate as a time-travel adventure,,,
